immutable variable,What is an immutable variable?,A variable that can be changed,A variable that cannot be changed,A loop structure,A function wrapper,A variable that cannot be changed,,,,,,
immutable variable,What is the benefit of immutable variables?,Faster execution,Thread safety and predictability,Smaller memory usage,Simpler syntax,Thread safety and predictability,,,,,,
immutable variable,What is an example of an immutable variable in Python?,A list,A tuple,A dictionary,A set,A tuple,,,,,,
immutable variable,What does immutability prevent in programming?,Code reusability,Unexpected side effects,Function calls,Variable declarations,Unexpected side effects,,,,,,
immutable variable,What is a common use of immutable variables in functional programming?,To allow state changes,To ensure pure functions,To define loops,To handle exceptions,To ensure pure functions,,,,,,
immutable variable,How can you create an immutable variable in Java?,Using the final keyword,Using the static keyword,Using the public keyword,Using the private keyword,Using the final keyword,,,,,,
immutable variable,What is the difference between mutable and immutable variables?,Mutable cannot be changed; immutable can,Immutable cannot be changed; mutable can,Mutable is global; immutable is local,Immutable is global; mutable is local,Immutable cannot be changed; mutable can,,,,,,
immutable variable,What is an immutable string in programming?,A string that can be modified,A string that cannot be modified after creation,A string with no characters,A string that is global,A string that cannot be modified after creation,,,,,,
immutable variable,What is the role of immutability in concurrent programming?,To increase memory usage,To prevent race conditions,To define loops,To handle exceptions,To prevent race conditions,,,,,,
immutable variable,What is an immutable object in OOP?,An object whose state cannot be changed after creation,An object that can be modified,An object with no methods,An object that is global,An object whose state cannot be changed after creation,,,,,,
higher-order function,What is a higher-order function?,A function with no return value,A function that manipulates other functions,A loop structure,A variable type,A function that manipulates other functions,,,,,,
higher-order function,In which programming paradigm are higher-order functions common?,Object-oriented,Functional,Procedural,Logic,Functional,,,,,,
higher-order function,What is an example of a higher-order function in JavaScript?,A loop function,The map function,A variable declaration,A class method,The map function,,,,,,
higher-order function,What is the benefit of using higher-order functions?,Increased complexity,Code reusability and abstraction,More memory usage,Longer execution time,Code reusability and abstraction,,,,,,
higher-order function,What does a higher-order function typically accept as an argument?,A loop,A function,A variable,A class,A function,,,,,,
higher-order function,What is a callback function in relation to higher-order functions?,A function passed as an argument to another function,A function with no parameters,A function that loops,A function that returns void,A function passed as an argument to another function,,,,,,
higher-order function,What is the filter function in JavaScript an example of?,A loop structure,A higher-order function,A variable type,A class definition,A higher-order function,,,,,,
higher-order function,What does the reduce function in JavaScript do as a higher-order function?,Loops over an array,Applies a function to reduce an array to a single value,Sorts an array,Reverses an array,Applies a function to reduce an array to a single value,,,,,,
higher-order function,What is a closure in the context of higher-order functions?,A loop structure,A function that retains access to its outer scope,A variable type,A class definition,A function that retains access to its outer scope,,,,,,
higher-order function,What is the main difference between a regular function and a higher-order function?,Regular functions return values; higher-order do not,Regular functions cannot take functions as arguments; higher-order can,Regular functions use loops; higher-order do not,Regular functions are global; higher-order are local,Regular functions cannot take functions as arguments; higher-order can,,,,,,
map,What does the map operation do in programming?,Sorts a collection,Transforms each element in a collection,Filters a collection,Joins collections,Transforms each element in a collection,,,,,,
map,What is a common use of map in functional programming?,Looping,Creating key-value pairs,Applying a function to each element,Handling exceptions,Applying a function to each element,,,,,,
map,What does the map function return in JavaScript?,A new array with transformed elements,The original array,An object,A sorted array,A new array with transformed elements,,,,,,
map,What is the difference between map and forEach in JavaScript?,map returns a new array; forEach does not,map modifies the original array; forEach does not,map sorts the array; forEach does not,map filters the array; forEach does not,map returns a new array; forEach does not,,,,,,
